population,zipcode,State_Name,County,City,Place,Type,Mean,Median,Stdev,Topic_Mortality,Data_Value_Mortality
1466,4684,,,,,,,,,,
74,19472,,,,,,,,,,
457,45671,,,,,,,,,,
27,36616,,,,,,,,,,
176,15921,,,,,,,,,,
1861,82939,,,,,,,,,,
1366,56115,,,,,,,,,,
431,55756,,,,,,,,,,
1169,36792,,,,,,,,,,
2335,78881,,,,,,,,,,
5564,16025,,,,,,,,,,
237,59631,,,,,,,,,,
1374,86030,,,,,,,,,,
196,45353,,,,,,,,,,
147,45147,,,,,,,,,,
425,68377,,,,,,,,,,
5407,42206,,,,,,,,,,
657,16843,,,,,,,,,,
2212,68713,,,,,,,,,,
764,44844,,,,,,,,,,
255,72440,,,,,,,,,,
1941,97738,,,,,,,,,,
405,51636,,,,,,,,,,
161,23108,,,,,,,,,,
4475,78947,,,,,,,,,,
435,54867,,,,,,,,,,
94,99927,,,,,,,,,,
95,72428,,,,,,,,,,
385,72640,,,,,,,,,,
1178,70732,,,,,,,,,,
2914,66414,,,,,,,,,,
686,26372,,,,,,,,,,
648,22211,,,,,,,,,,
1017,98603,,,,,,,,,,
85,4575,,,,,,,,,,
598,27923,,,,,,,,,,
4142,15144,,,,,,,,,,
269,43408,,,,,,,,,,
1165,74875,,,,,,,,,,
2198,28747,,,,,,,,,,
388,40982,,,,,,,,,,
6829,60484,,,,,,,,,,
1649,12759,,,,,,,,,,
907,99330,,,,,,,,,,
2489,58538,,,,,,,,,,
2653,21661,,,,,,,,,,
229,58769,,,,,,,,,,
868,5903,,,,,,,,,,
637,73024,,,,,,,,,,
3104,95458,,,,,,,,,,
1201,43013,,,,,,,,,,
228,98575,,,,,,,,,,
259,67751,,,,,,,,,,
7456,35614,,,,,,,,,,
656,23176,,,,,,,,,,
558,82923,,,,,,,,,,
619,79528,,,,,,,,,,
304,68453,,,,,,,,,,
3669,46065,,,,,,,,,,
574,65629,,,,,,,,,,
7770,89109,,,,,,,,,,
0,90079,,,,,,,,,,
606,16114,,,,,,,,,,
26563,48315,,,,,,,,,,
2452,26149,,,,,,,,,,
486,25875,,,,,,,,,,
20,81612,,,,,,,,,,
377,50420,,,,,,,,,,
114,28720,,,,,,,,,,
3881,54124,,,,,,,,,,
2866,1503,,,,,,,,,,
3846,45218,,,,,,,,,,
136,18356,,,,,,,,,,
264,71745,,,,,,,,,,
112,64165,,,,,,,,,,
5271,57770,,,,,,,,,,
199,76828,,,,,,,,,,
4633,22904,,,,,,,,,,
4449,27544,,,,,,,,,,
3404,66040,,,,,,,,,,
2537,17565,,,,,,,,,,
4032,27019,,,,,,,,,,
2156,2558,,,,,,,,,,
1732,72327,,,,,,,,,,
6007,42567,,,,,,,,,,
1166,27929,,,,,,,,,,
1321,71325,,,,,,,,,,
9360,7034,,,,,,,,,,
7686,19533,,,,,,,,,,
829,65580,,,,,,,,,,
5582,48049,,,,,,,,,,
2985,97456,,,,,,,,,,
1651,54424,,,,,,,,,,
494,65329,,,,,,,,,,
200,25699,,,,,,,,,,
220,15635,,,,,,,,,,
238,78588,,,,,,,,,,
9407,39170,,,,,,,,,,
575,63563,,,,,,,,,,
539,56523,,,,,,,,,,
117,46146,,,,,,,,,,
6314,3894,,,,,,,,,,
332,99753,,,,,,,,,,
3843,64720,,,,,,,,,,
5489,24563,,,,,,,,,,
4140,64048,,,,,,,,,,
90,79243,,,,,,,,,,
450,71758,,,,,,,,,,
305,17884,,,,,,,,,,
162,6353,,,,,,,,,,
241,67057,,,,,,,,,,
2503,25168,,,,,,,,,,
483,57238,,,,,,,,,,
672,15949,,,,,,,,,,
1370,73050,,,,,,,,,,
2056,64490,,,,,,,,,,
251,31081,,,,,,,,,,
1407,52571,,,,,,,,,,
1021,75667,,,,,,,,,,
3006,24747,,,,,,,,,,
226,8561,,,,,,,,,,
516,15773,,,,,,,,,,
5747,88008,,,,,,,,,,
282,56684,,,,,,,,,,
6519,39629,,,,,,,,,,
2333,70528,,,,,,,,,,
6025,34946,,,,,,,,,,
6650,6241,,,,,,,,,,
245,84113,,,,,,,,,,
69,16941,,,,,,,,,,
1068,54408,,,,,,,,,,
8257,54944,,,,,,,,,,
140,4491,,,,,,,,,,
554,51048,,,,,,,,,,
482,67757,,,,,,,,,,
12158,71006,,,,,,,,,,
1091,22832,,,,,,,,,,
649,51571,,,,,,,,,,
92,10119,,,,,,,,,,
435,52542,,,,,,,,,,
75,75849,,,,,,,,,,
1186,35554,,,,,,,,,,
4082,98857,,,,,,,,,,
803,44682,,,,,,,,,,
161,5640,,,,,,,,,,
302,93954,,,,,,,,,,
3684,1375,,,,,,,,,,
956,29423,,,,,,,,,,
11248,92610,,,,,,,,,,
368,17005,,,,,,,,,,
2731,38862,,,,,,,,,,
1932,92401,,,,,,,,,,
166,67492,,,,,,,,,,
2660,27355,,,,,,,,,,
69,62279,,,,,,,,,,
251,58634,,,,,,,,,,
737,50650,,,,,,,,,,
36,87573,,,,,,,,,,
3342,7756,,,,,,,,,,
1148,4022,,,,,,,,,,
329,12574,,,,,,,,,,
1759,70723,,,,,,,,,,
2915,29530,,,,,,,,,,
433,78353,,,,,,,,,,
10707,73142,,,,,,,,,,
6987,49930,,,,,,,,,,
1404,56587,,,,,,,,,,
116,43928,,,,,,,,,,
1520,63448,,,,,,,,,,
4726,89086,,,,,,,,,,
1902,60531,,,,,,,,,,
12615,15215,,,,,,,,,,
120,30423,,,,,,,,,,
4261,23944,,,,,,,,,,
4971,741,,,,,,,,,,
963,12970,,,,,,,,,,
145,81087,,,,,,,,,,
3119,62922,,,,,,,,,,
301,67634,,,,,,,,,,
16109,31216,,,,,,,,,,
8533,28904,,,,,,,,,,
903,67837,,,,,,,,,,
3739,48096,,,,,,,,,,
492,21612,,,,,,,,,,
100,82430,,,,,,,,,,
4887,68763,,,,,,,,,,
134,81024,,,,,,,,,,
1343,16657,,,,,,,,,,
69,4852,,,,,,,,,,
6707,6057,,,,,,,,,,
628,50271,,,,,,,,,,
1186,21636,,,,,,,,,,
6945,1226,,,,,,,,,,
829,29516,,,,,,,,,,
3540,14710,,,,,,,,,,
33,65586,,,,,,,,,,
585,61049,,,,,,,,,,
3310,1522,,,,,,,,,,
2380,60157,,,,,,,,,,
581,17266,,,,,,,,,,
8733,54923,,,,,,,,,,
512,24924,,,,,,,,,,
1238,56252,,,,,,,,,,
262,50066,,,,,,,,,,
3639,46157,,,,,,,,,,
52,88342,,,,,,,,,,
26,7870,,,,,,,,,,
9537,35769,,,,,,,,,,
358,16370,,,,,,,,,,
633,12778,,,,,,,,,,
222,70519,,,,,,,,,,
1001,62255,,,,,,,,,,
736,16674,,,,,,,,,,
1360,2357,,,,,,,,,,
206,49872,,,,,,,,,,
2547,5262,,,,,,,,,,
237,72083,,,,,,,,,,
64,72328,,,,,,,,,,
1311,68339,,,,,,,,,,
755,26270,,,,,,,,,,
147,15925,,,,,,,,,,
593,32147,,,,,,,,,,
1765,67870,,,,,,,,,,
3806,25962,,,,,,,,,,
5589,32732,,,,,,,,,,
254,87753,,,,,,,,,,
6621,28675,,,,,,,,,,
17822,32829,,,,,,,,,,
1160,37228,,,,,,,,,,
1662,64624,,,,,,,,,,
810,57257,,,,,,,,,,
510,51061,,,,,,,,,,
559,92147,,,,,,,,,,
1755,26031,,,,,,,,,,
24,99767,,,,,,,,,,
47,42322,,,,,,,,,,
158,84728,,,,,,,,,,
46,61562,,,,,,,,,,
136,2836,,,,,,,,,,
744,96141,,,,,,,,,,
1595,55312,,,,,,,,,,
9350,25541,,,,,,,,,,
167,12507,,,,,,,,,,
1362,72111,,,,,,,,,,
861,92258,,,,,,,,,,
6909,29376,,,,,,,,,,
1156,62244,,,,,,,,,,
391,36615,,,,,,,,,,
35,41760,,,,,,,,,,
500,41360,,,,,,,,,,
20,41366,,,,,,,,,,
669,46301,,,,,,,,,,
1536,22663,,,,,,,,,,
237,57766,,,,,,,,,,
715,94613,,,,,,,,,,
204,72389,,,,,,,,,,
2256,7505,,,,,,,,,,
2100,77426,,,,,,,,,,
940,79532,,,,,,,,,,
3982,18343,,,,,,,,,,
2206,29809,,,,,,,,,,
1428,64746,,,,,,,,,,
818,24459,,,,,,,,,,
824,74422,,,,,,,,,,
153,45336,,,,,,,,,,
23472,77091,,,,,,,,,,
8932,37407,,,,,,,,,,
4474,48850,,,,,,,,,,
777,66840,,,,,,,,,,
80,30412,,,,,,,,,,
506,51049,,,,,,,,,,
2211,3902,,,,,,,,,,
5846,94105,,,,,,,,,,
3548,84642,,,,,,,,,,
761,31038,,,,,,,,,,
2774,77968,,,,,,,,,,
155,39115,,,,,,,,,,
282,17952,,,,,,,,,,
3380,56473,,,,,,,,,,
1414,68824,,,,,,,,,,
132,18230,,,,,,,,,,
61,36727,,,,,,,,,,
601,54813,,,,,,,,,,
709,61840,,,,,,,,,,
36,72377,,,,,,,,,,
5201,38468,,,,,,,,,,
455,58580,,,,,,,,,,
8701,72927,,,,,,,,,,
187,51554,,,,,,,,,,
145,49902,,,,,,,,,,
747,27916,,,,,,,,,,
1328,59486,,,,,,,,,,
5061,12446,,,,,,,,,,
600,40348,,,,,,,,,,
6609,49788,,,,,,,,,,
2319,79325,,,,,,,,,,
7252,21904,,,,,,,,,,
23404,80249,,,,,,,,,,
552,62013,,,,,,,,,,
60,97920,,,,,,,,,,
212,61743,,,,,,,,,,
1588,47561,,,,,,,,,,
228,87943,,,,,,,,,,
10948,35146,,,,,,,,,,
38,38958,,,,,,,,,,
2141,38940,,,,,,,,,,
2489,28526,,,,,,,,,,
38,35990,,,,,,,,,,
394,44874,,,,,,,,,,
1444,99674,,,,,,,,,,
352,40849,,,,,,,,,,
298,62374,,,,,,,,,,
256,68348,,,,,,,,,,
393,24945,,,,,,,,,,
41,85922,,,,,,,,,,
956,16402,,,,,,,,,,
1489,61368,,,,,,,,,,
969,55941,,,,,,,,,,
14998,650,,,,,,,,,,
1492,62540,,,,,,,,,,
1261,24350,,,,,,,,,,
211,13678,,,,,,,,,,
60,26282,,,,,,,,,,
58,13826,,,,,,,,,,
3264,36861,,,,,,,,,,
244,57335,,,,,,,,,,
2868,5655,,,,,,,,,,
341,55716,,,,,,,,,,
3540,55043,,,,,,,,,,
1143,68520,,,,,,,,,,
6083,78725,,,,,,,,,,
108,15733,,,,,,,,,,
1918,43145,,,,,,,,,,
361,57631,,,,,,,,,,
142,68364,,,,,,,,,,
13613,39574,,,,,,,,,,
6048,74523,,,,,,,,,,
301,70640,,,,,,,,,,
525,45328,,,,,,,,,,
31919,23059,,,,,,,,,,
1247,63823,,,,,,,,,,
1922,49653,,,,,,,,,,
217,20139,,,,,,,,,,
69,4454,,,,,,,,,,
123,97859,,,,,,,,,,
120,15460,,,,,,,,,,
3677,37051,,,,,,,,,,
15639,77531,,,,,,,,,,
1334,48860,,,,,,,,,,
149,49074,,,,,,,,,,
660,87072,,,,,,,,,,
3330,53004,,,,,,,,,,
476,97841,,,,,,,,,,
433,4285,,,,,,,,,,
1659,44417,,,,,,,,,,
0,10172,,,,,,,,,,
4249,23015,,,,,,,,,,
180,17343,,,,,,,,,,
3032,30663,,,,,,,,,,
4104,49094,,,,,,,,,,
463,59756,,,,,,,,,,
1123,43843,,,,,,,,,,
811,3448,,,,,,,,,,
763,17936,,,,,,,,,,
1850,73016,,,,,,,,,,
272,50857,,,,,,,,,,
1079,13319,,,,,,,,,,
1447,47666,,,,,,,,,,
281,84336,,,,,,,,,,
1223,11739,,,,,,,,,,
909,78963,,,,,,,,,,
17434,48386,,,,,,,,,,
1922,6254,,,,,,,,,,
1370,31829,,,,,,,,,,
4192,44234,,,,,,,,,,
4693,56215,,,,,,,,,,
210,47683,,,,,,,,,,
3502,47118,,,,,,,,,,
1690,42456,,,,,,,,,,
346,24920,,,,,,,,,,
1159,71652,,,,,,,,,,
751,84305,,,,,,,,,,
656,36922,,,,,,,,,,
894,55953,,,,,,,,,,
1412,36758,,,,,,,,,,
2028,12928,,,,,,,,,,
1690,54726,,,,,,,,,,
51,36476,,,,,,,,,,
277,70442,,,,,,,,,,
103,25870,,,,,,,,,,
3342,14712,,,,,,,,,,
205,30429,,,,,,,,,,
4313,33043,,,,,,,,,,
843,62058,,,,,,,,,,
534,68813,,,,,,,,,,
309,73835,,,,,,,,,,
462,51230,,,,,,,,,,
1060,35441,,,,,,,,,,
394,29452,,,,,,,,,,
137,28537,,,,,,,,,,
11581,14519,,,,,,,,,,
1553,56584,,,,,,,,,,
77,38767,,,,,,,,,,
8251,33966,,,,,,,,,,
2210,37149,,,,,,,,,,
899,49248,,,,,,,,,,
419,85371,,,,,,,,,,
4863,53039,,,,,,,,,,
321,84522,,,,,,,,,,
806,49716,,,,,,,,,,
1205,50530,,,,,,,,,,
3232,95634,,,,,,,,,,
585,93664,,,,,,,,,,
988,31041,,,,,,,,,,
129,31084,,,,,,,,,,
16717,60503,,,,,,,,,,
626,21524,,,,,,,,,,
1179,45326,,,,,,,,,,
3942,64776,,,,,,,,,,
291,52543,,,,,,,,,,
90,92364,,,,,,,,,,
647,6024,,,,,,,,,,
5789,57049,,,,,,,,,,
22311,60585,,,,,,,,,,
6194,38680,,,,,,,,,,
443,42273,,,,,,,,,,
1205,62972,,,,,,,,,,
918,4265,,,,,,,,,,
1676,2646,,,,,,,,,,
10875,10522,,,,,,,,,,
2535,65275,,,,,,,,,,
2750,12821,,,,,,,,,,
11857,77384,,,,,,,,,,
423,15655,,,,,,,,,,
2855,26038,,,,,,,,,,
38,59547,,,,,,,,,,
1153,38577,,,,,,,,,,
578,95914,,,,,,,,,,
819,4406,,,,,,,,,,
359,82329,,,,,,,,,,
181,12742,,,,,,,,,,
3555,50674,,,,,,,,,,
3500,97624,,,,,,,,,,
2971,98039,,,,,,,,,,
571,58535,,,,,,,,,,
478,54513,,,,,,,,,,
1023,13071,,,,,,,,,,
25,16312,,,,,,,,,,
435,45650,,,,,,,,,,
786,33865,,,,,,,,,,
2521,25434,,,,,,,,,,
3426,3048,,,,,,,,,,
80,79754,,,,,,,,,,
2250,65786,,,,,,,,,,
1031,84314,,,,,,,,,,
338,77470,,,,,,,,,,
2388,64402,,,,,,,,,,
521,50524,,,,,,,,,,
5815,19362,,,,,,,,,,
717,83543,,,,,,,,,,
352,40983,,,,,,,,,,
538,84776,,,,,,,,,,
1486,37408,,,,,,,,,,
701,84324,,,,,,,,,,
1324,71480,,,,,,,,,,
865,43788,,,,,,,,,,
702,5062,,,,,,,,,,
797,49279,,,,,,,,,,
491,83436,,,,,,,,,,
1370,76432,,,,,,,,,,
782,66015,,,,,,,,,,
274,58036,,,,,,,,,,
447,52225,,,,,,,,,,
1811,53034,,,,,,,,,,
155,23302,,,,,,,,,,
7994,32424,,,,,,,,,,
134,61332,,,,,,,,,,
106,64781,,,,,,,,,,
0,10153,,,,,,,,,,
2176,23881,,,,,,,,,,
3277,64658,,,,,,,,,,
823,15762,,,,,,,,,,
37,69353,,,,,,,,,,
570,64651,,,,,,,,,,
10097,31537,,,,,,,,,,
2482,39464,,,,,,,,,,
337,24849,,,,,,,,,,
474,68925,,,,,,,,,,
2171,24283,,,,,,,,,,
553,28718,,,,,,,,,,
2755,43748,,,,,,,,,,
636,83645,,,,,,,,,,
2438,30625,,,,,,,,,,
6367,45311,,,,,,,,,,
0,7495,,,,,,,,,,
2328,13120,,,,,,,,,,
5383,24910,,,,,,,,,,
441,85640,,,,,,,,,,
4377,45315,,,,,,,,,,
786,2802,,,,,,,,,,
142,62809,,,,,,,,,,
895,52254,,,,,,,,,,
4805,27921,,,,,,,,,,
228,7939,,,,,,,,,,
16769,26104,,,,,,,,,,
505,78349,,,,,,,,,,
913,86438,,,,,,,,,,
797,71404,,,,,,,,,,
86,3754,,,,,,,,,,
769,64147,,,,,,,,,,
1702,62427,,,,,,,,,,
198,72617,,,,,,,,,,
2193,64742,,,,,,,,,,
3142,76066,,,,,,,,,,
3240,21890,,,,,,,,,,
654,25666,,,,,,,,,,
519,65755,,,,,,,,,,
1355,17518,,,,,,,,,,
2178,85121,,,,,,,,,,
1347,66781,,,,,,,,,,
2470,24142,,,,,,,,,,
481,50607,,,,,,,,,,
1438,61854,,,,,,,,,,
1993,52623,,,,,,,,,,
5382,37098,,,,,,,,,,
1228,72368,,,,,,,,,,
855,62625,,,,,,,,,,
259,4451,,,,,,,,,,
163,5678,,,,,,,,,,
6703,65066,,,,,,,,,,
742,3456,,,,,,,,,,
17220,8852,,,,,,,,,,
2037,37726,,,,,,,,,,
1434,79372,,,,,,,,,,
338,67483,,,,,,,,,,
1352,29081,,,,,,,,,,
506,76660,,,,,,,,,,
21343,99354,,,,,,,,,,
1489,72479,,,,,,,,,,
3029,15774,,,,,,,,,,
175,12165,,,,,,,,,,
26,32830,,,,,,,,,,
335,25261,,,,,,,,,,
164,25088,,,,,,,,,,
206,63539,,,,,,,,,,
1246,16233,,,,,,,,,,
64,18046,,,,,,,,,,
2064,57570,,,,,,,,,,
992,58638,,,,,,,,,,
9746,39482,,,,,,,,,,
554,78376,,,,,,,,,,
259,12483,,,,,,,,,,
293,24847,,,,,,,,,,
247,62876,,,,,,,,,,
697,53069,,,,,,,,,,
384,15696,,,,,,,,,,
666,72060,,,,,,,,,,
184,89161,,,,,,,,,,
121,68309,,,,,,,,,,
1615,95246,,,,,,,,,,
814,57370,,,,,,,,,,
760,61872,,,,,,,,,,
982,67838,,,,,,,,,,
1963,24593,,,,,,,,,,
3123,54446,,,,,,,,,,
206,68403,,,,,,,,,,
27281,95618,,,,,,,,,,
7894,27357,,,,,,,,,,
1326,15870,,,,,,,,,,
6914,63038,,,,,,,,,,
857,50522,,,,,,,,,,
82,88411,,,,,,,,,,
1210,57761,,,,,,,,,,
984,56686,,,,,,,,,,
802,76377,,,,,,,,,,
972,37657,,,,,,,,,,
278,64166,,,,,,,,,,
142,59338,,,,,,,,,,
5820,4021,,,,,,,,,,
33,45642,,,,,,,,,,
3357,63048,,,,,,,,,,
210,57367,,,,,,,,,,
398,18086,,,,,,,,,,
1817,55019,,,,,,,,,,
64,63847,,,,,,,,,,
846,13690,,,,,,,,,,
84,87011,,,,,,,,,,
446,97364,,,,,,,,,,
527,21829,,,,,,,,,,
3733,18446,,,,,,,,,,
230,23976,,,,,,,,,,
139,57547,,,,,,,,,,
709,4535,,,,,,,,,,
45,98364,,,,,,,,,,
22692,68154,,,,,,,,,,
1088,16845,,,,,,,,,,
1375,26374,,,,,,,,,,
2929,44814,,,,,,,,,,
889,75936,,,,,,,,,,
666,80832,,,,,,,,,,
1490,42024,,,,,,,,,,
139,50218,,,,,,,,,,
1563,29351,,,,,,,,,,
7749,95742,,,,,,,,,,
2125,1474,,,,,,,,,,
751,15775,,,,,,,,,,
773,4459,,,,,,,,,,
5189,7732,,,,,,,,,,
1401,62974,,,,,,,,,,
1030,27922,,,,,,,,,,
34611,21244,,,,,,,,,,
561,54537,,,,,,,,,,
661,1012,,,,,,,,,,
3165,11794,,,,,,,,,,
1363,12166,,,,,,,,,,
805,72537,,,,,,,,,,
668,24351,,,,,,,,,,
649,60530,,,,,,,,,,
9656,31087,,,,,,,,,,
383,16683,,,,,,,,,,
797,98572,,,,,,,,,,
174,41725,,,,,,,,,,
341,60539,,,,,,,,,,
7211,1464,,,,,,,,,,
82,43925,,,,,,,,,,
313,56032,,,,,,,,,,
513,34498,,,,,,,,,,
1245,48469,,,,,,,,,,
568,62655,,,,,,,,,,
9432,43210,,,,,,,,,,
18830,29053,,,,,,,,,,
14838,84737,,,,,,,,,,
510,99636,,,,,,,,,,
624,61567,,,,,,,,,,
1915,62612,,,,,,,,,,
0,82715,,,,,,,,,,
586,25024,,,,,,,,,,
367,58779,,,,,,,,,,
19,13643,,,,,,,,,,
131,41766,,,,,,,,,,
7488,22932,,,,,,,,,,
834,38152,,,,,,,,,,
3129,28905,,,,,,,,,,
193,81030,,,,,,,,,,
555,10535,,,,,,,,,,
7893,29572,,,,,,,,,,
600,50143,,,,,,,,,,
6679,31808,,,,,,,,,,
572,72851,,,,,,,,,,
2023,57029,,,,,,,,,,
584,98836,,,,,,,,,,
16638,10549,,,,,,,,,,
1951,76908,,,,,,,,,,
974,73432,,,,,,,,,,
0,10174,,,,,,,,,,
882,78558,,,,,,,,,,
735,18830,,,,,,,,,,
6139,54728,,,,,,,,,,
1921,49747,,,,,,,,,,
1146,93518,,,,,,,,,,
159,88344,,,,,,,,,,
784,36720,,,,,,,,,,
3074,16116,,,,,,,,,,
144,99730,,,,,,,,,,
2249,7418,,,,,,,,,,
5194,45856,,,,,,,,,,
1777,72386,,,,,,,,,,
6008,43907,,,,,,,,,,
160,76865,,,,,,,,,,
300,28668,,,,,,,,,,
4883,24066,,,,,,,,,,
577,17862,,,,,,,,,,
45560,94577,,,,,,,,,,
2771,41086,,,,,,,,,,
207,15756,,,,,,,,,,
219,24011,,,,,,,,,,
868,63530,,,,,,,,,,
507,84739,,,,,,,,,,
371,98381,,,,,,,,,,
4676,4743,,,,,,,,,,
121,69340,,,,,,,,,,
105,15744,,,,,,,,,,
77,24601,,,,,,,,,,
3759,35456,,,,,,,,,,
5534,63357,,,,,,,,,,
878,79778,,,,,,,,,,
276,25132,,,,,,,,,,
1205,73447,,,,,,,,,,
4755,87068,,,,,,,,,,
0,76508,,,,,,,,,,
15761,32226,,,,,,,,,,
496,87040,,,,,,,,,,
899,5867,,,,,,,,,,
478,32449,,,,,,,,,,
297,58532,,,,,,,,,,
330,68304,,,,,,,,,,
1673,56528,,,,,,,,,,
780,49831,,,,,,,,,,
629,72629,,,,,,,,,,
158,16322,,,,,,,,,,
11116,44026,,,,,,,,,,
507,67651,,,,,,,,,,
4496,55363,,,,,,,,,,
494,45740,,,,,,,,,,
14231,48084,,,,,,,,,,
2427,79346,,,,,,,,,,
1809,10526,,,,,,,,,,
320,67447,,,,,,,,,,
0,22214,,,,,,,,,,
386,46377,,,,,,,,,,
526,5072,,,,,,,,,,
18558,53548,,,,,,,,,,
1416,64668,,,,,,,,,,
1331,4631,,,,,,,,,,
6951,20754,,,,,,,,,,
104,4683,,,,,,,,,,
436,54450,,,,,,,,,,
0,29147,,,,,,,,,,
155,56363,,,,,,,,,,
168,41226,,,,,,,,,,
5094,94964,,,,,,,,,,
371,74844,,,,,,,,,,
12,67150,,,,,,,,,,
5874,49663,,,,,,,,,,
2076,44214,,,,,,,,,,
109,17083,,,,,,,,,,
241,29074,,,,,,,,,,
22406,75189,,,,,,,,,,
2267,81120,,,,,,,,,,
651,12513,,,,,,,,,,
99,83235,,,,,,,,,,
17,11556,,,,,,,,,,
130,59916,,,,,,,,,,
1686,24868,,,,,,,,,,
835,85632,,,,,,,,,,
167,72074,,,,,,,,,,
734,50153,,,,,,,,,,
70,56022,,,,,,,,,,
202,3231,,,,,,,,,,
126,87729,,,,,,,,,,
8378,30145,,,,,,,,,,
4249,23890,,,,,,,,,,
53,64420,,,,,,,,,,
302,19936,,,,,,,,,,
399,47114,,,,,,,,,,
125,96063,,,,,,,,,,
281,12429,,,,,,,,,,
1085,97826,,,,,,,,,,
650,61482,,,,,,,,,,
760,15363,,,,,,,,,,
939,26137,,,,,,,,,,
3830,81252,,,,,,,,,,
93,83281,,,,,,,,,,
1500,64784,,,,,,,,,,
37,14854,,,,,,,,,,
5927,17360,,,,,,,,,,
789,68752,,,,,,,,,,
657,42204,,,,,,,,,,
5658,72727,,,,,,,,,,
8958,10930,,,,,,,,,,
411,48721,,,,,,,,,,
497,74945,,,,,,,,,,
172,40829,,,,,,,,,,
1406,22713,,,,,,,,,,
257,18622,,,,,,,,,,
30854,91792,,,,,,,,,,
1560,61747,,,,,,,,,,
734,99040,,,,,,,,,,
4468,52726,,,,,,,,,,
111,76628,,,,,,,,,,
2338,39096,,,,,,,,,,
280,95488,,,,,,,,,,
258,76566,,,,,,,,,,
3765,74647,,,,,,,,,,
262,51645,,,,,,,,,,
15355,33898,,,,,,,,,,
24557,32789,,,,,,,,,,
1232,6090,,,,,,,,,,
485,99117,,,,,,,,,,
1734,5439,,,,,,,,,,
3535,25123,,,,,,,,,,
991,21767,,,,,,,,,,
3095,67579,,,,,,,,,,
987,12130,,,,,,,,,,
1695,57231,,,,,,,,,,
3545,54945,,,,,,,,,,
608,63636,,,,,,,,,,
1490,96776,,,,,,,,,,
933,23846,,,,,,,,,,
8269,63088,,,,,,,,,,
766,36071,,,,,,,,,,
174,79548,,,,,,,,,,
373,59212,,,,,,,,,,
525,15628,,,,,,,,,,
533,5744,,,,,,,,,,
1065,98278,,,,,,,,,,
15906,27282,,,,,,,,,,
6691,97048,,,,,,,,,,
1162,37219,,,,,,,,,,
1079,51235,,,,,,,,,,
227,65327,,,,,,,,,,
3779,61547,,,,,,,,,,
16131,78735,,,,,,,,,,
433,45746,,,,,,,,,,
1800,30823,,,,,,,,,,
854,56230,,,,,,,,,,
1370,42133,,,,,,,,,,
731,38548,,,,,,,,,,
4614,98349,,,,,,,,,,
208,45352,,,,,,,,,,
2552,43149,,,,,,,,,,
43,59703,,,,,,,,,,
289,47282,,,,,,,,,,
122,58331,,,,,,,,,,
2775,38841,,,,,,,,,,
1974,39108,,,,,,,,,,
522,83228,,,,,,,,,,
1132,73459,,,,,,,,,,
1653,74860,,,,,,,,,,
1078,75437,,,,,,,,,,
2375,28395,,,,,,,,,,
448,25688,,,,,,,,,,
7238,50662,,,,,,,,,,
8535,29824,,,,,,,,,,
1206,72651,,,,,,,,,,
415,66428,,,,,,,,,,
169,55950,,,,,,,,,,
2693,20117,,,,,,,,,,
49,88431,,,,,,,,,,
0,28244,,,,,,,,,,
3603,2538,,,,,,,,,,
98,66760,,,,,,,,,,
2627,53570,,,,,,,,,,
6248,18621,,,,,,,,,,
679,65034,,,,,,,,,,
6489,12222,,,,,,,,,,
1778,54128,,,,,,,,,,
1221,47177,,,,,,,,,,
739,36052,,,,,,,,,,
206,48139,,,,,,,,,,
85,36753,,,,,,,,,,
1179,86329,,,,,,,,,,
136,52774,,,,,,,,,,
5402,22520,,,,,,,,,,
214,71425,,,,,,,,,,
1484,46776,,,,,,,,,,
176,97904,,,,,,,,,,
88,57421,,,,,,,,,,
1321,56678,,,,,,,,,,
792,14846,,,,,,,,,,
1280,68038,,,,,,,,,,
2044,5458,,,,,,,,,,
137,58772,,,,,,,,,,
10103,28466,,,,,,,,,,
9552,27523,,,,,,,,,,
197,72630,,,,,,,,,,
260,87524,,,,,,,,,,
1674,73566,,,,,,,,,,
75,79094,,,,,,,,,,
1968,28432,,,,,,,,,,
192,18628,,,,,,,,,,
6694,33158,,,,,,,,,,
1380,49402,,,,,,,,,,
722,12419,,,,,,,,,,
24241,30168,,,,,,,,,,
3733,52358,,,,,,,,,,
1993,15840,,,,,,,,,,
526,51654,,,,,,,,,,
376,52646,,,,,,,,,,
706,63654,,,,,,,,,,
1126,57756,,,,,,,,,,
2025,52352,,,,,,,,,,
6987,93234,,,,,,,,,,
130,87516,,,,,,,,,,
377,79078,,,,,,,,,,
444,58487,,,,,,,,,,
1446,15725,,,,,,,,,,
258,76429,,,,,,,,,,
434,68761,,,,,,,,,,
2587,24083,,,,,,,,,,
1647,61322,,,,,,,,,,
0,96850,,,,,,,,,,
810,3752,,,,,,,,,,
1797,58552,,,,,,,,,,
1588,55983,,,,,,,,,,
1099,54427,,,,,,,,,,
1658,59221,,,,,,,,,,
41,24415,,,,,,,,,,
510,77374,,,,,,,,,,
260,97441,,,,,,,,,,
987,56251,,,,,,,,,,
1319,42462,,,,,,,,,,
80,38029,,,,,,,,,,
269,61439,,,,,,,,,,
4721,67420,,,,,,,,,,
141,17885,,,,,,,,,,
2366,85938,,,,,,,,,,
836,59027,,,,,,,,,,
5303,45612,,,,,,,,,,
534,61532,,,,,,,,,,
201,95587,,,,,,,,,,
3104,43310,,,,,,,,,,
