Company Name,Address,City,State,County,Employee Count,Annual Sales,Industry,Zip1
Curves,8753 Cherrywood Dr,Streetsboro,OH,Portage,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44241
Curves,11820 Edgewater Dr Apt 812,Lakewood,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44107
Curves,160 Clifton Dr Ne Ste 2,Warren,OH,Trumbull,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44484
Curves,210 N Gamble St Unit C,Shelby,OH,Richland,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44875
Crooked River Fitness Llc,1251 Main St,Cuyahoga Falls,OH,Summit,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44221
Fitworks Fitness Ctr,4301 Kent Rd Ste 26,Stow,OH,Summit,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,44224
Hall Of Fame Fitness Ctr,2700 Roberts Ave Nw,Canton,OH,Stark,50 To 99,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,44709
Curves,2955 W Market St Ste J,Fairlawn,OH,Summit,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44333
Curves,6401 Center Rd,Lowellville,OH,Mahoning,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44436
Curves,217 Greenbriar Dr,Cortland,OH,Trumbull,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44410
Curves,812 N State St,Girard,OH,Trumbull,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44420
Anytime Fitness,5119 Tuscarawas St W,Canton,OH,Stark,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44708
Curves,25377 Ridge Rd,East Rochester,OH,Columbiana,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44625
Curves,212 Front St,New Richmond,OH,Clermont,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45157
Bodyworks Fitness & Tanning,1550 W Market St,Tiffin,OH,Seneca,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,44883
Curves,3053 Touby Rd,Mansfield,OH,Richland,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44903
Curves,1044 Park Ave W,Mansfield,OH,Richland,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44906
Curves,531 Loveland Madeira Rd,Loveland,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45140
Anytime Fitness,1450 W Main St,Troy,OH,Miami,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45373
Red Fitness,3694 Werk Rd,Cincinnati,OH,Hamilton,20 To 49,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,45248
Anytime Fitness,728 N Main St,Springboro,OH,Warren,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45066
Curves,5634 Cheviot Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45247
Fitworks Fitness Ctr,6460 Harrison Ave,Cincinnati,OH,Hamilton,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,45247
Pro Deck Cleaning,5514 Islington Ave,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45227
Friars Club,2316 Harrywood Ct,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45239
Anytime Fitness,3505 Columbia Pkwy,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45226
Healthstyle Fitness Inc,3218 Madison Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Club,45209
Cincinnati Oh-Hyde Park,3880 Paxton Ave Ste O,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45209
Curves,2316 Oakbark St,Miamisburg,OH,Montgomery,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45342
Curves,402 E Huron St,Jackson,OH,Jackson,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45640
Anytime Fitness,151 Tuttle Rd,Springfield,OH,Clark,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45503
Five Seasons Family Sports Clb,4242 Clyo Rd,Dayton,OH,Montgomery,50 To 99,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,45440
Club 51 Fitness Ltd,51 E Spring Valley Pike,Dayton,OH,Montgomery,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,45458
Dayton Racquet Club,40 N Main St,Dayton,OH,Montgomery,50 To 99,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,45423
Curves,1500 Washington Blvd # B,Belpre,OH,Washington,1 To 10,"Less Than $500,000",Exercise Salon,45714
Curves,467 Hill Rd N,Pickerington,OH,Fairfield,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43147
Ymca,4515 Cosgray Rd,Hilliard,OH,Franklin,100 To 249,Unknown,Fitness & Recreational Sports Centers,43026
Columbus Fitness Consultants,1331 Cameron Ave,Lewis Center,OH,Delaware,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43035
Livin Up 2 Llc,1004 Columbus Ave,Marysville,OH,Union,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43040
Planet Fitness,6500 Riverside Dr,Dublin,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43017
Pilates Studio Of Central Ohio,6585 Dublin Center Dr,Dublin,OH,Franklin,10 To 19,"Less Than $500,000",Physical Fitness Ct,43017
La Fitness,1800 Tanglewood Park Blvd,Hilliard,OH,Franklin,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,43026
Snap Fitness,4814 Grately Ct,Hilliard,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43026
Power Shack Fitness Ctr,3600 Fishinger Blvd,Hilliard,OH,Franklin,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,43026
Curves,3716 Westbrook Dr,Hilliard,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43026
Victory Fitness Ctr,3981 E Broad St,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43213
Zone Personal Fitness,3960 Powell Rd,Powell,OH,Delaware,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43065
La Fitness,260 Graceland Blvd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43214
Beyond Limits Training,294 E Long St,Columbus,OH,Franklin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,43215
Snap Fitness,1409 W 3rd Ave,Columbus,OH,Franklin,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,43212
Boss Fitness,333 E Livingston Ave,Columbus,OH,Franklin,Unknown,Unknown,Fitness & Recreational Sports Centers,43215
Pro Fitness Usa,60 Parrott St Ste B,Mount Vernon,OH,Knox,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43050
Advanced 1 On 1 Training,462 W Waterloo St,Canal Winchester,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43110
Title Boxing Club,5334 N Hamilton Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43230
Next Level Fitness,720 Cross Pointe Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43230
Pilates Connection,927 E Johnstown Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43230
Curves,5787 Cleveland Ave,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43231
Essence Mind & Body Studio,725 Ford St Ste B,Maumee,OH,Lucas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43537
Anytime Fitness,154 Mcmahan Blvd,Marion,OH,Marion,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43302
Ymca,2879 Valleyview Dr,Columbus,OH,Franklin,100 To 249,Unknown,Fitness & Recreational Sports Centers,43204
Planet Fitness,3614 Indianola Ave,Columbus,OH,Franklin,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,43214
Curves,110 West St,Caldwell,OH,Noble,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43724
Ymca,130 Woodland Ave,Columbus,OH,Franklin,20 To 49,Unknown,Fitness & Recreational Sports Centers,43203
Contours Express,213 W High St,Hicksville,OH,Defiance,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43526
Red Fitness,5424 Airport Hwy,Toledo,OH,Lucas,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,43615
Aspire Fitness Studios,3355 Richmond Rd Ste 181,Beachwood,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44122
La Fitness,25145 Cedar Rd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44124
Powerhouse Gym,2715 W Central Ave,Toledo,OH,Lucas,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43606
Snap Fitness,230 State St,Conneaut,OH,Ashtabula,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44030
Powerhouse Gym,1298 W Bagley Rd # 1,Berea,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44017
Fitness Together,13 W Orange St,Chagrin Falls,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44022
Grand Valley Fitness,5324 State Route 45,Rome,OH,Ashtabula,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44085
Contours Express,6966 Heisley Rd Ste D,Mentor,OH,Lake,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44060
St John Arena,3151 Johnson Rd,Steubenville,OH,Jefferson,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,43952
Snap Fitness,3705 State Rd,Ashtabula,OH,Ashtabula,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44004
Snap Fitness,767 S Broadway,Geneva,OH,Ashtabula,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44041
Trendsetters Hair & Day Spa,302 E Main St,Lagrange,OH,Lorain,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44050
Fitness Together,8251 Chippewa Rd,Brecksville,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44141
Curves,9224 Darrow Rd Ste P,Twinsburg,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44087
Fitness 19,30240 Euclid Ave,Wickliffe,OH,Lake,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44092
Anytime Fitness,342 E Main St,Ravenna,OH,Portage,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44266
Curves,26429 Center Ridge Rd,Westlake,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44145
Live Fit Personal Training,27006 Center Ridge Rd,Westlake,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44145
Eas Enterprises Llc,7985 Broadview Rd,Broadview Heights,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44147
Buckeye Gym & Personal Train,137 East Ave Ste 102,Tallmadge,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44278
Red Fitness,5510 Warrensville Center Rd,Maple Heights,OH,Cuyahoga,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44137
Snap Fitness,9374 Market Square Dr,Streetsboro,OH,Portage,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44241
Personal Trainer,4149 Bridgewater Pkwy,Stow,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44224
Akron General Lifestyles-North,4300 Allen Rd,Stow,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44224
Revolution Fitness & Therapy,4940 Darrow Rd,Stow,OH,Summit,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44224
Falling Waters Spa,5625 Hudson Dr,Hudson,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44236
Fitness Together,89 1st St Ste 201,Hudson,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44236
Curves,258 State Route 14 # D,Columbiana,OH,Columbiana,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44408
Workout Center,501 Pittsburgh St,Columbiana,OH,Columbiana,1 To 10,"Less Than $500,000",Physical Fitness Ct,44408
Red Fitness,7955 Broadview Rd,Broadview Heights,OH,Cuyahoga,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44147
Snap Fitness,3300 Greenwich Rd Unit 4,Barberton,OH,Summit,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44203
Snap Fitness,123 E Liberty St,Hubbard,OH,Trumbull,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44425
Salem Racquet & Health Club,36135 Salem Grange Rd,Salem,OH,Columbiana,10 To 19,"Less Than $500,000",Physical Fitness Ct,44460
Fitness Together,3417 Princeton Rd Ste 111,Fairfield Township,OH,Butler,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45011
Snap Fitness,85 Amberwood Pkwy Ste D,Ashland,OH,Ashland,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44805
Snap Fitness,40 S Progress Dr Ste C,Xenia,OH,Greene,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45385
Lords Gym,Po Box 5099,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45205
Health & Strength,1176 Cleveland Rd,Sandusky,OH,Erie,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44870
Curves,4219 E Perkins Ave,Sandusky,OH,Erie,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,44870
Planet Fitness,4394 Eastgate Square Dr Ste 200,Cincinnati,OH,Clermont,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,45245
Your Personal Best,60 W Eleanor Dr,Springboro,OH,Warren,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45066
Curves,9536 Cincinnati Columbus Rd Unit 18,Cincinnati,OH,Butler,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45241
Redwood Fitness Llc,3116 W Us Highway 22 And 3 # 2,Maineville,OH,Warren,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45039
Snap Fitness,4200 Aero Dr,Mason,OH,Warren,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45040
Snap Fitness,7351 Stoney Pt,Liberty Township,OH,Butler,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45044
Beat Personal Training,4400 Appleton St,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45209
Snap Fitness,1182 Indiana Ave,Saint Marys,OH,Auglaize,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45885
Curves,1067 Kauffman Ave,Fairborn,OH,Greene,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45324
Ultimate Body,1301 W Market St,Germantown,OH,Montgomery,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45327
Snap Fitness,1317 Wagner Ave # 11d,Greenville,OH,Darke,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45331
La Fitness,11359 Montgomery Rd,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45249
Professional Fitness,8957 Kingsridge Dr,Dayton,OH,Montgomery,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45458
Curves,08587 Center Rd,New Knoxville,OH,Auglaize,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,45871
Fitness Edge Llc,5131 Post Rd,Dublin,OH,Franklin,20 To 49,"$500,000 To $1 Million",Exercise Facilities,43017
Athletic Club Metro V,655 Metro Pl S Ste 50,Dublin,OH,Franklin,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,43017
Sir Speedy,611 Hebron Rd,Heath,OH,Licking,1 To 10,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,43056
Powershack Fitness Ctr,2100 Yarmouth Dr,Pickerington,OH,Fairfield,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,43147
J Nicole's Day Spa Retreat,5 W Church St,Pickerington,OH,Fairfield,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,43147
"Oman, Janine L",535 Irving Schottenstein Dr,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Sports & Recreation Facilities Program,43210
Ohio State University,1328 Dover Rd,Wooster,OH,Wayne,1 To 10,Unknown,Sports & Recreation Facilities Program,44691
Physicians Fitness,2624 Billingsley Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Exercise Facilities,43235
Columbus Sports Connection,4250 N High St,Columbus,OH,Franklin,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,43214
Ymca,1640 Sandalwood Pl,Columbus,OH,Franklin,100 To 249,Unknown,Fitness & Recreational Sports Centers,43229
American Scientific Llc,6420 Fiesta Dr,Columbus,OH,Franklin,1 To 10,$5 To 10 Million,Health Clubs Studios & Gymnasiums,43235
Go Fitness Ctr,1459 King Ave,Columbus,OH,Franklin,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,43212
Curves,1020 N Hamilton Rd,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Exercise Facilities,43230
"Blackstone, Angela",2050 Kenny Rd # 1010,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43221
Life Spa,3900 Easton Sta,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Fitness & Recreational Sports Centers,43219
Changes Salon Spa,2054 Polaris Pkwy,Columbus,OH,Delaware,20 To 49,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,43240
Kerr House,17777 Beaver St,Grand Rapids,OH,Wood,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,43522
Powerhouse Gym,10755 Ravenna Rd,Twinsburg,OH,Summit,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,44087
Premier Sport Conditioning,9043 Dutton Dr,Twinsburg,OH,Summit,1 To 10,"Less Than $500,000",Personal Trainers-Fitness,44087
Powerhouse Gym,416 Main St,Grafton,OH,Lorain,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44044
21st Century Super Fitness Ctr,343 New Towne Square Dr,Toledo,OH,Lucas,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,43612
Jazzercise,12550 Chillicothe Rd Ste 173,Chesterland,OH,Geauga,1 To 10,"Less Than $500,000",Exercise Facilities,44026
Fitness Perfected,5248 Cobblestone Rd,Sheffield Village,OH,Lorain,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,44035
Premiere Fitness,2231 Lake Ave,Ashtabula,OH,Ashtabula,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,44004
Curves,53 S Saint Clair St,Painesville,OH,Lake,1 To 10,"Less Than $500,000",Exercise Facilities,44077
World Gym,5120 Guernsey St,Bellaire,OH,Belmont,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43906
Total Body Image,7285 Center St,Mentor,OH,Lake,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44060
Mentor Heisley Racquet-Fitness,6000 Heisley Rd,Mentor,OH,Lake,50 To 99,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,44060
One To One Fitness Ctr,2130 Adelbert Rd,Cleveland,OH,Cuyahoga,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,44106
Wyse Advertising Inc,668 Euclid Ave Ste 100,Cleveland,OH,Cuyahoga,50 To 99,$100 To 500 Million,Health Clubs Studios & Gymnasiums,44114
Cleveland Fitness Club,6600 W 130th St,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44130
John Robert's Hair Studio & Sp,6727 Eastgate Dr,Mayfield Heights,OH,Cuyahoga,50 To 99,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,44124
Ymca,7928 Day Dr,Cleveland,OH,Cuyahoga,1 To 10,Unknown,Health Clubs Studios & Gymnasiums,44129
Life Works-Southwest General,7390 Old Oak Blvd,Cleveland,OH,Cuyahoga,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44130
Oil Skimmers Inc,12800 York Rd Ste G,North Royalton,OH,Cuyahoga,20 To 49,Unknown,Health Clubs Studios & Gymnasiums,44133
Aok Fitness,12381 Pearl Rd,Strongsville,OH,Cuyahoga,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44136
Natatorium Rehabilitation,2345 4th St,Cuyahoga Falls,OH,Summit,50 To 99,$2.5 To 5 Million,Fitness & Recreational Sports Centers,44221
La Fitness,131 Market St,Westlake,OH,Cuyahoga,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44145
Lifecenter Plus,5133 Darrow Rd,Hudson,OH,Summit,100 To 249,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,44236
Mind & Body Fitness Inc,24000 Mercantile Rd Ste 13,Beachwood,OH,Cuyahoga,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,44122
Advanced Performance Crossfit,201 Great Oaks Trl,Wadsworth,OH,Medina,1 To 10,Unknown,Health Clubs Studios & Gymnasiums,44281
Milligan & Assoc Insurance,300 Weatherstone Dr Ste 104,Wadsworth,OH,Medina,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44281
Curves,470 N Orchard Rd Ne,Bolivar,OH,Tuscarawas,1 To 10,"Less Than $500,000",Exercise Facilities,44612
A Secret Spa,385 Navarre Ave,New Franklin,OH,Summit,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,44319
University Of Akron,382 Carroll St,Akron,OH,Summit,100 To 249,Unknown,Health Clubs Studios & Gymnasiums,44325
Fitness 19,2695 W Market St,Fairlawn,OH,Summit,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44333
Spa At Yellow Creek,3636 Yellow Creek Rd,Akron,OH,Summit,20 To 49,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,44333
Springside Racquet-Fitness Clb,Springside Dr,Akron,OH,Summit,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,44333
Knox Machinery Inc,375 Industrial Dr,Franklin,OH,Warren,10 To 19,$20 To 50 Million,Health Clubs Studios & Gymnasiums,45005
La Fitness,3312 Princeton Rd,Fairfield Township,OH,Butler,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,45011
Ideal Fitness,4747 Tylersville Rd Ste C,West Chester,OH,Butler,20 To 49,$1 To 2.5 Million,Fitness & Recreational Sports Centers,45011
My Personal Trainer Inc,1967 E Maple St # 310,North Canton,OH,Stark,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,44720
Lee Spencer Photography,607 S Main St # B,North Canton,OH,Stark,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,44720
Sport Dome,5617 Portage St Nw,North Canton,OH,Stark,1 To 10,"$500,000 To $1 Million",Physical Fitness Clubs With Training Equipment,44720
La Fitness,7730 Dudley Dr,West Chester,OH,Butler,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,45069
Pure Pilates Cincinnati,2311 Park Ave,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Pilates,45206
Bodymind Balance,1940 Dana Ave Unit 2,Cincinnati,OH,Hamilton,1 To 10,Unknown,Exercise Facilities,45207
Ymca,301 Wagner Ave,Greenville,OH,Darke,100 To 249,Unknown,Physical Fitness Ct,45331
Curves,538 N Barron St,Eaton,OH,Preble,1 To 10,"Less Than $500,000",Exercise Facilities,45320
Fitworks Fitness Ctr,1194 W Kemper Rd Ste A,Cincinnati,OH,Hamilton,10 To 19,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,45240
Cincinnati Ballet Admin Office,1555 Central Pkwy,Cincinnati,OH,Hamilton,50 To 99,Unknown,Personal Trainers-Fitness,45214
My Pilates Studio Llc,8100 Millers Farm Ln,Dayton,OH,Montgomery,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,45458
Everybody Fitness,201 E 2nd St,Franklin,OH,Warren,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,45005
Premier Athletic Ctr Of Ohio,5764 Troy Pike,Dayton,OH,Montgomery,20 To 49,$1 To 2.5 Million,Health Clubs Studios & Gymnasiums,45424
Victory Lady Fitness Ctr,8255 Colerain Ave,Cincinnati,OH,Hamilton,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,45239
Best Tennis,435 Ohio Pike,Cincinnati,OH,Clermont,10 To 19,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,45255
Mercy Health Partners,3050 Mack Rd Ste 210,Fairfield,OH,Butler,1 To 10,"Less Than $500,000",Physical Fitness Clubs With Training Equipment,45014
Body Zone Total Fitness,11 Executive Center Dr,Chillicothe,OH,Ross,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,45601
Triple Crown Sports,1 Nancy Wilson Way,Chillicothe,OH,Ross,10 To 19,"Less Than $500,000",Fitness & Recreational Sports Centers,45601
Donatos Pizza,1790 Tiffin Ave,Findlay,OH,Hancock,20 To 49,"$500,000 To $1 Million",Exercise Facilities,45840
South Side Fitness Club,5824 Bigger Rd,Dayton,OH,Montgomery,20 To 49,"$500,000 To $1 Million",Fitness & Recreational Sports Centers,45440
Wilson Brothers Molded,1551 Georgetown Rd,Cambridge,OH,Guernsey,10 To 19,$2.5 To 5 Million,Health Clubs Studios & Gymnasiums,43725
Firm Fitness,1449 Boardman Canfield Rd Ste 190,Youngstown,OH,Mahoning,1 To 10,"Less Than $500,000",Physical Fitness Facilities,44512
Peak Performance,10639 Welch Rd,Orient,OH,Pickaway,1 To 10,$1 To 2.5 Million,Physical Fitness Clubs With Training Equipment,43146
Focused Fitness,272 Hanover St,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Health Clubs Studios & Gymnasiums,43215
Car Dealership,1898 Hebron Rd,Heath,OH,Licking,1 To 10,$1 To 2.5 Million,Physical Fitness Facilities,43056
Port Authority,851 Irving Wick Dr W,Heath,OH,Licking,1 To 10,Unknown,Physical Fitness Facilities,43056
Ymca,117 N Main St,Washington Court House,OH,Fayette,20 To 49,Unknown,Physical Fitness Facilities,43160
Courthouse Fitness,215 E Court St,Washington Court House,OH,Fayette,10 To 19,"$500,000 To $1 Million",Health Clubs Studios & Gymnasiums,43160
Fitness Resources-Personalized,575 W 1st Ave Ste 300,Columbus,OH,Franklin,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43215
Why Not Cycling & Fitness,133 S Main St,Mount Vernon,OH,Knox,1 To 10,"Less Than $500,000",Physical Fitness Facilities,43050
Jazzercise,668 N Sandusky St,Mount Vernon,OH,Knox,10 To 19,"$500,000 To $1 Million",Exercise Facilities,43050
